,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2015-10-02,0.6787829995155334,0.7092040181159973,0.6754819750785828,0.6871709823608398,0.6871709823608398,163326.0,ETH-USD,11.0827465,0.668379008769989,0.0,-10.395575523376465
2015-10-03,0.6863430142402649,0.6931260228157043,0.6607159972190857,0.668379008769989,0.668379008769989,103497.0,ETH-USD,11.072676,0.6286429762840271,0.0,-10.404296696186066
2015-10-06,0.6505150198936462,0.6563010215759277,0.6024230122566223,0.609387993812561,0.609387993812561,218327.0,ETH-USD,11.063864,0.6217160224914551,10.4544757604599,0.0
2015-10-11,0.6345149874687195,0.6577889919281006,0.6260300278663635,0.6260300278663635,0.6260300278663635,109567.0,ETH-USD,11.048097,0.6076549887657166,0.0,-10.422066628932953
2015-10-18,0.5176209807395935,0.5215460062026978,0.48099398612976074,0.48901399970054626,0.48901399970054626,243742.0,ETH-USD,10.985728,0.4348289966583252,0.0,-10.496714264154434
2015-10-26,0.6197429895401001,0.7575169801712036,0.5970979928970337,0.7313169836997986,0.7313169836997986,1089120.0,ETH-USD,10.944768,0.8696410059928894,10.213450968265533,0.0
2015-10-28,0.8709380030632019,1.0557899475097656,0.8078569769859314,1.0024800300598145,1.0024800300598145,2373050.0,ETH-USD,11.011703,1.2066600322723389,10.009222507476807,0.0
2015-11-08,0.9156609773635864,1.0326800346374512,0.9156609773635864,1.0274699926376343,1.0274699926376343,1021460.0,ETH-USD,11.358292,0.9992780089378357,0.0,-10.330821633338928
2015-11-10,1.0012600421905518,1.0530400276184082,0.9209679961204529,0.9343479871749878,0.9343479871749878,854581.0,ETH-USD,11.32083,0.791828989982605,0.0,-10.38648235797882
2015-11-11,0.9412959814071655,0.945277988910675,0.7297750115394592,0.791828989982605,0.791828989982605,1278580.0,ETH-USD,11.312403,0.8957110047340393,10.520573735237122,0.0
2015-11-27,0.882099986076355,0.9000509977340698,0.8606950044631958,0.867950975894928,0.867950975894928,403813.0,ETH-USD,11.307563,0.9157029986381531,10.439611852169037,0.0
2015-11-28,0.8681020140647888,0.9292929768562317,0.8621219992637634,0.9157029986381531,0.9157029986381531,462464.0,ETH-USD,11.2928295,0.8786140084266663,0.0,-10.377126514911652
2015-12-01,0.8783159852027893,0.8867359757423401,0.8539369702339172,0.8748000264167786,0.8748000264167786,652857.0,ETH-USD,11.258113,0.8212100267410278,0.0,-10.38331288099289
2015-12-02,0.8731709718704224,0.878017008304596,0.8189240097999573,0.8212100267410278,0.8212100267410278,506307.0,ETH-USD,11.251416,0.8121430277824402,0.0,-10.430206179618835
2015-12-09,0.8244540095329285,0.8244540095329285,0.7704880237579346,0.7921670079231262,0.7921670079231262,624221.0,ETH-USD,11.21385,0.840395987033844,10.421683013439178,0.0
2015-12-17,0.9930430054664612,0.9976109862327576,0.9118070006370544,0.9407010078430176,0.9407010078430176,640765.0,ETH-USD,11.319607,0.9201269745826721,0.0,-10.378905773162842
2015-12-29,0.8438349962234497,0.873054027557373,0.8332319855690002,0.873054027557373,0.873054027557373,215742.0,ETH-USD,11.231657,0.9119579792022705,10.35860300064087,0.0
2016-01-02,0.9474009871482849,0.9696369767189026,0.9365599751472473,0.9371240139007568,0.9371240139007568,255504.0,ETH-USD,11.252995,0.971904993057251,10.315870523452759,0.0
2016-01-05,0.9531469941139221,0.9705970287322998,0.9465429782867432,0.9501760005950928,0.9501760005950928,219833.0,ETH-USD,11.300817,0.9508600234985352,10.350640535354614,0.0
2016-01-21,1.5326999425888062,1.5854899883270264,1.4866900444030762,1.553570032119751,1.553570032119751,1614960.0,ETH-USD,11.647167,1.501270055770874,0.0,-10.093597173690796
2016-01-22,1.547029972076416,1.5814599990844727,1.465880036354065,1.501270055770874,1.501270055770874,1567240.0,ETH-USD,11.694001,1.9726699590682983,10.192731142044067,0.0
2016-01-26,2.5327401161193848,2.8369901180267334,1.9947700500488281,2.276370048522949,2.276370048522949,13939200.0,ETH-USD,12.009013,2.388550043106079,9.732643127441406,0.0
2016-02-11,4.496819972991943,6.292230129241943,4.3383002281188965,6.0131001472473145,6.0131001472473145,26408200.0,ETH-USD,13.111313,5.546979904174804,0.0,-7.098212718963623
2016-02-16,5.328320026397705,5.474860191345215,4.033840179443359,4.3152899742126465,4.3152899742126465,15889100.0,ETH-USD,14.989975,3.757240056991577,0.0,-10.674685001373291
2016-02-20,4.682199954986572,4.754059791564941,4.12706995010376,4.341330051422119,4.341330051422119,8631090.0,ETH-USD,14.849568,4.653619766235351,10.508238315582275,0.0
2016-02-24,5.604050159454346,6.2364702224731445,5.509250164031982,6.2364702224731445,6.2364702224731445,11426500.0,ETH-USD,14.46129,6.104800224304199,0.0,-8.224820137023926
2016-03-07,11.428799629211426,11.651900291442871,9.309490203857422,9.552630424499512,9.552630424499512,34085100.0,ETH-USD,18.346392,9.847209930419922,8.793761253356934,0.0
2016-03-09,9.792420387268066,12.054699897766113,9.670989990234375,11.89799976348877,11.89799976348877,27540500.0,ETH-USD,19.343485,11.305000305175781,0.0,-7.4454851150512695
2016-03-21,10.30370044708252,12.014900207519531,10.161600112915039,11.864100456237793,11.864100456237793,28572600.0,ETH-USD,20.786789,11.274800300598145,0.0,-8.922688484191895
2016-03-25,11.260299682617188,11.372900009155273,10.527199745178223,10.743200302124023,10.743200302124023,13782000.0,ETH-USD,19.86836,10.973999977111816,9.125160217285156,0.0
2016-03-26,10.767900466918945,11.180800437927246,10.589200019836426,10.973999977111816,10.973999977111816,9425480.0,ETH-USD,19.883959,10.41919994354248,0.0,-8.909958839416504
2016-03-29,11.605299949645996,12.178500175476074,11.469200134277344,11.952899932861328,11.952899932861328,19351200.0,ETH-USD,19.976265,11.403499603271484,0.0,-8.023365020751953
2016-04-02,11.628299713134766,11.706399917602539,11.508700370788574,11.618300437927246,11.618300437927246,5580550.0,ETH-USD,20.311384,11.157299995422363,0.0,-8.693083763122559
2016-04-05,10.449799537658691,10.970000267028809,10.277299880981445,10.685400009155273,10.685400009155273,16997100.0,ETH-USD,20.32434,10.069700241088867,0.0,-9.638940811157227
2016-04-09,9.149849891662598,9.224720001220703,7.455639839172363,8.93634033203125,8.93634033203125,42613400.0,ETH-USD,19.49192,8.643790245056152,0.0,-10.555580139160156
2016-04-15,8.235879898071289,8.649760246276855,8.114439964294434,8.60949993133545,8.60949993133545,9888460.0,ETH-USD,17.455704,9.309100151062012,8.846203804016113,0.0
2016-04-26,7.388390064239502,7.967740058898926,7.319690227508545,7.759970188140869,7.759970188140869,19254500.0,ETH-USD,17.441738,7.172530174255371,0.0,-9.68176794052124
2016-05-01,8.894240379333496,10.321499824523926,8.850720405578613,10.163200378417969,10.163200378417969,41019200.0,ETH-USD,17.05674,9.311269760131836,0.0,-6.8935394287109375
2016-05-05,9.809610366821289,9.952190399169922,9.037010192871094,9.346639633178711,9.346639633178711,21510600.0,ETH-USD,18.237383,9.37051010131836,8.890743255615234,0.0
2016-05-17,12.179300308227539,14.258999824523926,12.179300308227539,13.558600425720215,13.558600425720215,65389900.0,ETH-USD,19.408623,14.769700050354006,5.850022315979004,0.0
